# CarANC Session Log
# format=jsonl
# vehicle=skoda Octavia 2019
# scenario=行駛中
# phonePlacement=中控下方
# connectionType=usb androidauto
# ---
{"ts":1781739456137,"phase":"session_start","vehicleModel":"skoda Octavia 2019","scenario":"行駛中","phonePlacement":"中控下方","connectionType":"usb androidauto","deviceModel":"Pixel 10 Pro Fold","deviceManufacturer":"Google","androidRelease":"17","sdkInt":37,"productName":"CarANC","subscriptionPlan":"pro_monthly","subscriptionLabel":"專業版（月訂）","safetyConsentAccepted":true}
{"ts":1781739456137,"phase":"service_start","subscriptionPlan":"pro_monthly","mimoEnabled":true,"obdEnabled":true}
{"ts":1781739456185,"phase":"aa_connected","connectionType":2}
{"ts":1781739468379,"phase":"bump_detected","blockRms":0.06894547,"frozen":true}
{"ts":1781739468449,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-58.843117,"cancelledDb":-58.843117,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":317.50003,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1348,"suggestedObserveSec":0}
{"ts":1781739468453,"phase":"bump_detected","blockRms":0.050430957,"frozen":true}
{"ts":1781739468456,"phase":"bump_detected","blockRms":0.032367576,"frozen":true}
{"ts":1781739468718,"phase":"bump_detected","blockRms":0.0406421,"frozen":true}
{"ts":1781739468721,"phase":"bump_detected","blockRms":0.11132973,"frozen":true}
{"ts":1781739468723,"phase":"bump_detected","blockRms":0.10465959,"frozen":true}
{"ts":1781739468747,"phase":"bump_detected","blockRms":0.07200237,"frozen":true}
{"ts":1781739468752,"phase":"bump_detected","blockRms":0.09408935,"frozen":true}
{"ts":1781739468867,"phase":"bump_detected","blockRms":0.035132017,"frozen":true}
{"ts":1781739468871,"phase":"bump_detected","blockRms":0.06647551,"frozen":true}
{"ts":1781739468886,"phase":"bump_detected","blockRms":0.08988737,"frozen":true}
{"ts":1781739468888,"phase":"bump_detected","blockRms":0.06092291,"frozen":true}
{"ts":1781739468967,"phase":"bump_detected","blockRms":0.028983355,"frozen":true}
{"ts":1781739468969,"phase":"bump_detected","blockRms":0.10449774,"frozen":true}
{"ts":1781739468971,"phase":"bump_detected","blockRms":0.09705082,"frozen":true}
{"ts":1781739469072,"phase":"bump_detected","blockRms":0.016661165,"frozen":true}
{"ts":1781739469075,"phase":"bump_detected","blockRms":0.08490804,"frozen":true}
{"ts":1781739469077,"phase":"bump_detected","blockRms":0.06639022,"frozen":true}
{"ts":1781739469084,"phase":"bump_detected","blockRms":0.08959384,"frozen":true}
{"ts":1781739469086,"phase":"bump_detected","blockRms":0.09325783,"frozen":true}
{"ts":1781739469112,"phase":"bump_detected","blockRms":0.073212385,"frozen":true}
{"ts":1781739469157,"phase":"bump_detected","blockRms":0.043882083,"frozen":true}
{"ts":1781739469180,"phase":"bump_detected","blockRms":0.09312293,"frozen":true}
{"ts":1781739469181,"phase":"bump_detected","blockRms":0.074935205,"frozen":true}
{"ts":1781739469195,"phase":"bump_detected","blockRms":0.07324366,"frozen":true}
{"ts":1781739469197,"phase":"bump_detected","blockRms":0.13899796,"frozen":true}
{"ts":1781739469200,"phase":"bump_detected","blockRms":0.09010022,"frozen":true}
{"ts":1781739469252,"phase":"bump_detected","blockRms":0.089589894,"frozen":true}
{"ts":1781739469254,"phase":"bump_detected","blockRms":0.06944016,"frozen":true}
{"ts":1781739469351,"phase":"bump_detected","blockRms":0.07197652,"frozen":true}
{"ts":1781739469354,"phase":"bump_detected","blockRms":0.06906853,"frozen":true}
{"ts":1781739469371,"phase":"bump_detected","blockRms":0.055986274,"frozen":true}
{"ts":1781739469379,"phase":"bump_detected","blockRms":0.052075297,"frozen":true}
{"ts":1781739469432,"phase":"bump_detected","blockRms":0.07300457,"frozen":true}
{"ts":1781739469449,"phase":"bump_detected","blockRms":0.058704186,"frozen":true}
{"ts":1781739469476,"phase":"bump_detected","blockRms":0.06353109,"frozen":true}
{"ts":1781739469479,"phase":"bump_detected","blockRms":0.08152304,"frozen":true}
{"ts":1781739469503,"phase":"bump_detected","blockRms":0.040374145,"frozen":true}
{"ts":1781739469896,"phase":"bump_detected","blockRms":0.037189696,"frozen":true}
{"ts":1781739469899,"phase":"bump_detected","blockRms":0.06356328,"frozen":true}
{"ts":1781739469946,"phase":"bump_detected","blockRms":0.03680426,"frozen":true}
{"ts":1781739469962,"phase":"bump_detected","blockRms":0.00929692,"frozen":true}
{"ts":1781739469963,"phase":"bump_detected","blockRms":0.05010936,"frozen":true}
{"ts":1781739469988,"phase":"bump_detected","blockRms":0.058257338,"frozen":true}
{"ts":1781739469989,"phase":"bump_detected","blockRms":0.021230793,"frozen":true}
{"ts":1781739470033,"phase":"bump_detected","blockRms":0.0795718,"frozen":true}
{"ts":1781739470035,"phase":"bump_detected","blockRms":0.16402346,"frozen":true}
{"ts":1781739470045,"phase":"bump_detected","blockRms":0.113724016,"frozen":true}
{"ts":1781739470416,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-58.356964,"cancelledDb":-58.356964,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":28,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.30849695,"bandMidRatio":0.2355721,"bandHighRatio":0.45593098,"bandConfidence":0.14743403,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":3.0191631,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.021646641,"speedValid":true,"speedAccuracyM":5.952,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":317.50003,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.5833334,"latencyFrameworkMs":35.0}
{"ts":1781739470437,"phase":"bump_detected","blockRms":0.10228938,"frozen":true}
{"ts":1781739470439,"phase":"bump_detected","blockRms":0.08441888,"frozen":true}
{"ts":1781739470510,"phase":"bump_detected","blockRms":0.028097754,"frozen":true}
{"ts":1781739470516,"phase":"bump_detected","blockRms":0.05098723,"frozen":true}
{"ts":1781739470545,"phase":"bump_detected","blockRms":0.07781143,"frozen":true}
{"ts":1781739470546,"phase":"bump_detected","blockRms":0.061377507,"frozen":true}
{"ts":1781739470607,"phase":"bump_detected","blockRms":0.055928905,"frozen":true}
{"ts":1781739470608,"phase":"bump_detected","blockRms":0.07377049,"frozen":true}
{"ts":1781739470721,"phase":"bump_detected","blockRms":0.045322265,"frozen":true}
{"ts":1781739470726,"phase":"bump_detected","blockRms":0.0798644,"frozen":true}
{"ts":1781739470728,"phase":"bump_detected","blockRms":0.030078646,"frozen":true}
{"ts":1781739470762,"phase":"bump_detected","blockRms":0.0410748,"frozen":true}
{"ts":1781739470969,"phase":"bump_detected","blockRms":0.019713538,"frozen":true}
{"ts":1781739470970,"phase":"bump_detected","blockRms":0.03482227,"frozen":true}
{"ts":1781739471047,"phase":"bump_detected","blockRms":0.053644605,"frozen":true}
{"ts":1781739471075,"phase":"bump_detected","blockRms":0.0429764,"frozen":true}
{"ts":1781739471077,"phase":"bump_detected","blockRms":0.044331823,"frozen":true}
{"ts":1781739471409,"phase":"bump_detected","blockRms":0.049354486,"frozen":true}
{"ts":1781739471421,"phase":"bump_detected","blockRms":0.15305609,"frozen":true}
{"ts":1781739471423,"phase":"bump_detected","blockRms":0.15653002,"frozen":true}
{"ts":1781739471430,"phase":"bump_detected","blockRms":0.22735305,"frozen":true}
{"ts":1781739471434,"phase":"bump_detected","blockRms":0.6195536,"frozen":true}
{"ts":1781739471437,"phase":"bump_detected","blockRms":0.5096556,"frozen":true}
{"ts":1781739471441,"phase":"bump_detected","blockRms":0.39188597,"frozen":true}
{"ts":1781739471447,"phase":"bump_detected","blockRms":0.69570863,"frozen":true}
{"ts":1781739471453,"phase":"bump_detected","blockRms":0.6705828,"frozen":true}
{"ts":1781739471713,"phase":"bump_detected","blockRms":0.7078868,"frozen":true}
{"ts":1781739471966,"phase":"bump_detected","blockRms":0.04930555,"frozen":true}
{"ts":1781739471967,"phase":"bump_detected","blockRms":0.11797594,"frozen":true}
{"ts":1781739471969,"phase":"bump_detected","blockRms":0.10415193,"frozen":true}
{"ts":1781739471974,"phase":"bump_detected","blockRms":0.106302105,"frozen":true}
{"ts":1781739472028,"phase":"bump_detected","blockRms":0.04170565,"frozen":true}
{"ts":1781739472030,"phase":"bump_detected","blockRms":0.084722,"frozen":true}
{"ts":1781739472066,"phase":"bump_detected","blockRms":0.07635292,"frozen":true}
{"ts":1781739472098,"phase":"bump_detected","blockRms":0.08305013,"frozen":true}
{"ts":1781739472100,"phase":"bump_detected","blockRms":0.0897752,"frozen":true}
{"ts":1781739472230,"phase":"bump_detected","blockRms":0.035895623,"frozen":true}
{"ts":1781739472300,"phase":"bump_detected","blockRms":0.058155,"frozen":true}
{"ts":1781739472301,"phase":"bump_detected","blockRms":0.050701376,"frozen":true}
{"ts":1781739472390,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-63.59828,"cancelledDb":-63.59828,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":28,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.13712505,"bandMidRatio":0.11653299,"bandHighRatio":0.746342,"bandConfidence":0.6092169,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":3.7517042,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.013853851,"speedValid":true,"speedAccuracyM":5.952,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":317.50003,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.5833334,"latencyFrameworkMs":35.0}
{"ts":1781739472435,"phase":"bump_detected","blockRms":0.024972754,"frozen":true}
{"ts":1781739472474,"phase":"bump_detected","blockRms":0.074701615,"frozen":true}
{"ts":1781739472476,"phase":"bump_detected","blockRms":0.057663865,"frozen":true}
{"ts":1781739472487,"phase":"bump_detected","blockRms":0.08080949,"frozen":true}
{"ts":1781739472489,"phase":"bump_detected","blockRms":0.061065126,"frozen":true}
{"ts":1781739472834,"phase":"bump_detected","blockRms":0.065059654,"frozen":true}
{"ts":1781739472837,"phase":"bump_detected","blockRms":0.09598385,"frozen":true}
{"ts":1781739472839,"phase":"bump_detected","blockRms":0.05192302,"frozen":true}
{"ts":1781739472850,"phase":"bump_detected","blockRms":0.045851268,"frozen":true}
{"ts":1781739472866,"phase":"bump_detected","blockRms":0.08475441,"frozen":true}
{"ts":1781739472924,"phase":"bump_detected","blockRms":0.050356317,"frozen":true}
{"ts":1781739472925,"phase":"bump_detected","blockRms":0.09189574,"frozen":true}
{"ts":1781739472926,"phase":"bump_detected","blockRms":0.066302076,"frozen":true}
{"ts":1781739472964,"phase":"bump_detected","blockRms":0.08228628,"frozen":true}
{"ts":1781739472981,"phase":"bump_detected","blockRms":0.048578206,"frozen":true}
{"ts":1781739473069,"phase":"bump_detected","blockRms":0.009529046,"frozen":true}
{"ts":1781739473071,"phase":"bump_detected","blockRms":0.030364377,"frozen":true}
{"ts":1781739473119,"phase":"bump_detected","blockRms":0.054914873,"frozen":true}
{"ts":1781739473120,"phase":"bump_detected","blockRms":0.027835943,"frozen":true}
{"ts":1781739473130,"phase":"bump_detected","blockRms":0.05447231,"frozen":true}
{"ts":1781739473242,"phase":"bump_detected","blockRms":0.027983103,"frozen":true}
{"ts":1781739473246,"phase":"bump_detected","blockRms":0.053882454,"frozen":true}
{"ts":1781739473294,"phase":"bump_detected","blockRms":0.06029232,"frozen":true}
{"ts":1781739473298,"phase":"bump_detected","blockRms":0.04507667,"frozen":true}
{"ts":1781739473424,"phase":"bump_detected","blockRms":0.05508291,"frozen":true}
{"ts":1781739473448,"phase":"bump_detected","blockRms":0.040120233,"frozen":true}
{"ts":1781739473461,"phase":"bump_detected","blockRms":0.117732726,"frozen":true}
{"ts":1781739473465,"phase":"bump_detected","blockRms":0.07882646,"frozen":true}
{"ts":1781739473488,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-77.19476,"cancelledDb":-77.19476,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":317.50003,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1353,"suggestedObserveSec":0}
{"ts":1781739473509,"phase":"bump_detected","blockRms":0.076100275,"frozen":true}
{"ts":1781739473513,"phase":"bump_detected","blockRms":0.16280904,"frozen":true}
{"ts":1781739473516,"phase":"bump_detected","blockRms":0.12546025,"frozen":true}
{"ts":1781739473526,"phase":"bump_detected","blockRms":0.11824969,"frozen":true}
{"ts":1781739473535,"phase":"bump_detected","blockRms":0.15227908,"frozen":true}
{"ts":1781739473546,"phase":"bump_detected","blockRms":0.29580808,"frozen":true}
{"ts":1781739473549,"phase":"bump_detected","blockRms":0.26968667,"frozen":true}
{"ts":1781739473559,"phase":"bump_detected","blockRms":0.821499,"frozen":true}
{"ts":1781739473562,"phase":"bump_detected","blockRms":0.73399067,"frozen":true}
{"ts":1781739473570,"phase":"bump_detected","blockRms":0.80716866,"frozen":true}
{"ts":1781739473574,"phase":"bump_detected","blockRms":0.9982458,"frozen":true}
{"ts":1781739474158,"phase":"bump_detected","blockRms":0.10588747,"frozen":true}
{"ts":1781739474161,"phase":"bump_detected","blockRms":0.09720789,"frozen":true}
{"ts":1781739474165,"phase":"bump_detected","blockRms":0.1388203,"frozen":true}
{"ts":1781739474167,"phase":"bump_detected","blockRms":0.13250382,"frozen":true}
{"ts":1781739474236,"phase":"bump_detected","blockRms":0.07071914,"frozen":true}
{"ts":1781739474251,"phase":"bump_detected","blockRms":0.06490505,"frozen":true}
{"ts":1781739474415,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-65.42944,"cancelledDb":-65.42944,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":28,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.20619363,"bandMidRatio":0.15724894,"bandHighRatio":0.63655746,"bandConfidence":0.43036383,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.008866465,"speedValid":true,"speedAccuracyM":5.782,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":317.50003,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.5833334,"latencyFrameworkMs":35.0}
{"ts":1781739474589,"phase":"bump_detected","blockRms":0.062355176,"frozen":true}
{"ts":1781739474591,"phase":"bump_detected","blockRms":0.036385454,"frozen":true}
{"ts":1781739474663,"phase":"bump_detected","blockRms":0.062418163,"frozen":true}
{"ts":1781739474683,"phase":"bump_detected","blockRms":0.023975685,"frozen":true}
{"ts":1781739474709,"phase":"bump_detected","blockRms":0.06200394,"frozen":true}
{"ts":1781739474773,"phase":"bump_detected","blockRms":0.08275465,"frozen":true}
{"ts":1781739474774,"phase":"bump_detected","blockRms":0.0623527,"frozen":true}
{"ts":1781739474782,"phase":"bump_detected","blockRms":0.059358593,"frozen":true}
{"ts":1781739474851,"phase":"bump_detected","blockRms":0.03188891,"frozen":true}
{"ts":1781739474852,"phase":"bump_detected","blockRms":0.12234579,"frozen":true}
{"ts":1781739474854,"phase":"bump_detected","blockRms":0.13756764,"frozen":true}
{"ts":1781739474855,"phase":"bump_detected","blockRms":0.07545746,"frozen":true}
{"ts":1781739474905,"phase":"bump_detected","blockRms":0.019347027,"frozen":true}
{"ts":1781739474968,"phase":"bump_detected","blockRms":0.025769345,"frozen":true}
{"ts":1781739474970,"phase":"bump_detected","blockRms":0.034073528,"frozen":true}
{"ts":1781739474975,"phase":"bump_detected","blockRms":0.040846378,"frozen":true}
{"ts":1781739474976,"phase":"bump_detected","blockRms":0.08493284,"frozen":true}
{"ts":1781739474998,"phase":"bump_detected","blockRms":0.09072016,"frozen":true}
{"ts":1781739474999,"phase":"bump_detected","blockRms":0.078759134,"frozen":true}
{"ts":1781739475006,"phase":"bump_detected","blockRms":0.09722964,"frozen":true}
{"ts":1781739475007,"phase":"bump_detected","blockRms":0.074808344,"frozen":true}
{"ts":1781739475067,"phase":"bump_detected","blockRms":0.052398656,"frozen":true}
{"ts":1781739475083,"phase":"bump_detected","blockRms":0.031540092,"frozen":true}
{"ts":1781739475084,"phase":"bump_detected","blockRms":0.08118538,"frozen":true}
{"ts":1781739475084,"phase":"bump_detected","blockRms":0.03250237,"frozen":true}
{"ts":1781739475142,"phase":"bump_detected","blockRms":0.018211966,"frozen":true}
{"ts":1781739475144,"phase":"bump_detected","blockRms":0.10004292,"frozen":true}
{"ts":1781739475146,"phase":"bump_detected","blockRms":0.096263945,"frozen":true}
{"ts":1781739475157,"phase":"bump_detected","blockRms":0.098910555,"frozen":true}
{"ts":1781739475158,"phase":"bump_detected","blockRms":0.08832816,"frozen":true}
{"ts":1781739475187,"phase":"bump_detected","blockRms":0.045324497,"frozen":true}
{"ts":1781739475216,"phase":"bump_detected","blockRms":0.06171779,"frozen":true}
{"ts":1781739475217,"phase":"bump_detected","blockRms":0.09003219,"frozen":true}
{"ts":1781739475218,"phase":"bump_detected","blockRms":0.068660095,"frozen":true}
{"ts":1781739475254,"phase":"bump_detected","blockRms":0.050899792,"frozen":true}
{"ts":1781739475340,"phase":"bump_detected","blockRms":0.07230818,"frozen":true}
{"ts":1781739475348,"phase":"bump_detected","blockRms":0.1537914,"frozen":true}
{"ts":1781739475350,"phase":"bump_detected","blockRms":0.082013875,"frozen":true}
{"ts":1781739475352,"phase":"bump_detected","blockRms":0.12909158,"frozen":true}
{"ts":1781739475354,"phase":"bump_detected","blockRms":0.4362389,"frozen":true}
{"ts":1781739475359,"phase":"bump_detected","blockRms":0.27396047,"frozen":true}
{"ts":1781739475364,"phase":"bump_detected","blockRms":0.22327417,"frozen":true}
{"ts":1781739475365,"phase":"bump_detected","blockRms":0.81227016,"frozen":true}
{"ts":1781739475367,"phase":"bump_detected","blockRms":0.5575314,"frozen":true}
{"ts":1781739475371,"phase":"bump_detected","blockRms":0.97443414,"frozen":true}
{"ts":1781739475373,"phase":"bump_detected","blockRms":0.9799094,"frozen":true}
{"ts":1781739475379,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739475468,"phase":"bump_detected","blockRms":0.2971316,"frozen":true}
